open_price,high_price,low_price,noof_shares,close_price,predicted_close_price
10446.5,10520.05,10292.3,4223,10325.6,
10534.7,10709.95,10534.7,2069,10687.3,
20000.0,20092.4,19701.0,1880,19763.6,
4100.0,4125.0,4081.4,2857,4120.6,
4279.95,4293.0,4263.0,2670,4269.95,
19369.0,19425.6,18671.0,1509,18903.3,
10418.3,10486.1,10334.0,4594,10447.8,
6296.7,6310.95,6109.0,30668,6157.9,
4486.75,4540.0,4455.0,1906,4510.05,
7436.65,7505.85,7436.65,594,7464.8,
4524.0,4524.0,4452.1,1068,4466.6,
4704.0,4765.0,4645.0,2454,4753.35,
7952.15,7967.05,7897.25,698,7916.15,
18724.95,18770.6,18422.85,1219,18662.95,
6350.0,6449.95,6345.2,2393,6403.3,
17326.0,17519.0,16595.7,5835,16843.8,
10970.0,11084.35,10912.2,975,11001.2,
6276.0,6314.7,6218.0,3614,6234.35,
5964.0,6026.95,5930.1,1511,5955.25,
6539.5,6690.0,6391.0,7354,6450.45,
5350.0,5390.0,5310.0,869,5328.25,
5549.0,5605.0,5515.0,2183,5593.75,
10196.85,10197.15,10028.1,12989,10105.7,
4590.0,4600.0,4560.65,2471,4580.45,
4565.0,4660.0,4565.0,1738,4645.2,
7480.0,7677.55,7480.0,5110,7650.0,
5685.0,5686.05,5620.0,2555,5629.85,
6599.0,6599.0,6444.0,1221,6518.05,
6684.25,6698.0,6661.5,559,6677.0,
6780.0,6780.0,6581.0,10805,6611.4,
5075.0,5075.0,4856.6,1978,4934.6,
6370.05,6480.0,6316.6,1603,6428.2,
9494.05,9584.95,9494.05,953,9537.3,
6660.0,6685.0,6623.65,1132,6657.15,
16370.0,16370.15,16195.0,1706,16324.0,
14305.0,14422.0,14133.6,1168,14153.1,
9666.0,9765.0,9664.9,1817,9729.6,
11500.0,11644.95,11464.5,1254,11613.85,
17375.6,17447.35,17025.0,5573,17098.95,
17449.85,17500.0,17241.0,3486,17286.1,
4940.0,4980.0,4883.0,2728,4929.9,
5103.0,5103.0,5046.0,6910,5053.85,
6176.0,6177.0,6055.0,8423,6066.6,
18470.05,18718.0,17845.6,2904,17943.15,
14599.45,14680.0,14583.4,535,14651.75,
5940.0,6140.05,5901.0,2430,6118.2,
17730.0,17899.0,17455.3,3537,17560.15,
6582.7,6751.05,6577.0,1330,6643.45,
10500.0,10500.0,10345.4,9587,10415.7,
16600.0,16762.45,16409.0,4073,16452.6,
15673.0,15819.3,15551.65,1389,15669.4,
16850.05,17031.0,16690.0,3315,16749.25,
11949.0,12025.65,11820.0,1819,11852.45,
6320.0,6399.0,6202.0,13138,6283.8,
16849.0,16849.0,16601.35,23031,16622.0,
4504.9,4504.9,4455.0,33567,4469.15,
16220.0,16740.0,16220.0,4058,16681.8,
6527.25,6534.0,6470.0,1879,6507.4,
5049.5,5070.0,5026.15,1976,5042.95,
6014.95,6015.0,5934.0,1572,5958.1,
6556.0,6571.45,6508.0,13156,6527.65,
6820.45,6835.05,6761.0,997,6782.75,
17239.5,17239.5,16952.1,1282,17090.35,
16235.8,16683.7,16235.8,9297,16556.65,
7117.5,7137.9,7033.25,1212,7056.2,
6804.0,6806.95,6750.0,877,6760.4,
17801.0,18075.0,17567.05,6798,17629.15,
10499.2,10650.0,10317.65,14283,10446.5,
7145.0,7168.7,7062.0,971,7131.4,
4920.0,4934.0,4875.05,2296,4893.25,
16866.0,16998.25,16822.5,3006,16922.85,
10948.95,10948.95,10611.25,1901,10692.35,
4620.0,4653.0,4591.8,738,4608.0,
9109.9,9142.7,9090.05,1077,9103.15,
5414.0,5414.0,5240.0,1304,5318.5,
5498.0,5541.0,5400.0,26943,5490.15,
17122.0,17359.45,16934.0,2808,17110.2,
6295.0,6700.0,6200.0,4092,6459.35,
18000.2,18446.55,17979.25,2511,18238.45,
9050.0,9125.95,8866.55,3000,9057.5,
6500.0,6565.0,6465.05,2984,6529.05,
4790.0,4790.0,4712.0,2628,4751.7,
4910.85,4928.0,4855.55,1000,4884.4,
7334.6,7336.0,7271.0,932,7288.3,
17575.0,17848.6,17575.0,17252,17749.2,
14746.0,14897.95,14472.0,5325,14794.85,
6255.05,6285.95,6216.0,856,6231.8,
14965.0,15068.85,14891.95,814,14964.3,
5690.0,5727.0,5673.0,3579,5679.85,
8689.95,8777.7,8669.0,1963,8744.7,
9904.6,10060.0,9901.05,1280,10010.1,
16230.0,16300.0,15955.5,5070,16015.7,
6835.0,6845.0,6815.0,878,6830.8,
14563.1,14563.1,14300.15,1602,14337.5,
10309.95,10522.85,10270.0,2524,10452.6,
5000.0,5056.0,4956.05,4565,4969.75,
11567.0,11715.2,11511.1,1978,11679.05,
4754.9,4781.95,4735.0,1646,4743.95,
19475.0,19640.45,19244.85,1601,19553.5,
13840.0,14060.0,13840.0,3041,14038.6,
18420.0,18679.2,18303.75,8640,18585.4,
5422.3,5510.0,5390.0,2373,5471.15,
6400.0,6624.55,6400.0,3847,6558.8,
7167.65,7204.8,7137.0,576,7165.7,
5917.95,6035.0,5880.0,2268,6005.9,
6000.0,6089.5,5980.0,1645,6010.35,
11750.0,11820.0,11518.5,6302,11641.3,
7014.3,7048.95,6980.0,3875,7012.2,
6630.95,6630.95,6525.0,3108,6539.85,
5163.0,5163.0,5099.0,22624,5105.0,
4720.0,4790.0,4720.0,1461,4775.35,
7220.0,7261.0,7213.95,541,7243.55,
16612.0,16820.0,16411.5,5760,16563.05,
6838.0,7124.0,6830.0,7043,7068.15,
4268.95,4275.0,4213.15,1605,4270.7,
5001.0,5030.0,4910.0,1907,4954.95,
7340.0,7425.0,7162.8,3457,7408.55,
6538.0,6598.95,6511.0,2028,6584.9,
17800.0,17800.0,17388.3,2247,17517.3,
5026.0,5049.8,4920.0,8889,4973.35,
4930.0,4930.0,4849.0,1551,4865.4,
6281.05,6281.05,6211.35,1302,6238.15,
6989.5,6992.0,6833.9,75480,6852.1,
5069.0,5138.95,5068.0,2726,5117.8,
11133.45,11499.0,11050.0,28106,11191.1,
7835.0,7840.0,7720.0,1277,7741.25,
16913.35,16999.35,16785.45,5417,16936.7,
6843.4,7110.0,6842.3,3510,7035.4,
9205.0,9544.6,9205.0,6812,9342.35,
19105.0,19500.0,18947.8,869,19105.45,
6279.0,6675.0,6179.8,59394,6580.1,
19210.8,19498.9,19089.05,3297,19425.35,
3987.9,4024.0,3930.0,732,3994.1,
5780.05,5850.0,5771.0,6569,5800.5,
4992.85,5005.0,4950.0,1270,4995.75,
6944.0,7125.25,6919.45,2755,6996.55,
5030.05,5042.65,4840.0,11326,4853.85,
7325.0,7325.0,7150.0,3364,7234.85,
6375.0,6375.0,6244.95,4141,6255.05,
5698.6,5752.7,5688.0,3393,5731.55,
11614.5,11630.85,11451.7,3394,11508.75,
19699.95,19940.0,19644.85,1057,19878.75,
6389.4,6435.4,6350.0,842,6373.45,
4747.0,4747.0,4525.0,1224,4668.05,
16469.85,16469.85,16182.0,2210,16240.2,
7095.0,7142.35,7057.75,1137,7114.25,
5000.0,5020.0,4963.85,3539,5004.5,
6788.0,6850.0,6755.7,2091,6789.4,
5650.0,5675.0,5611.1,1506,5655.65,
5451.0,5826.15,5405.1,4060,5768.95,
16234.0,16251.25,15974.05,2622,15994.25,
11040.0,11225.0,10800.0,3806,10994.25,
5004.5,5013.0,4952.0,12343,5000.0,
5250.0,5324.0,5181.05,5805,5220.0,
4718.0,4723.95,4610.0,4472,4696.65,
6250.0,6390.0,6154.65,4416,6337.45,
10950.3,10960.6,10875.85,602,10909.85,
11190.0,11229.95,11124.0,1465,11169.9,
4595.0,4610.0,4583.0,1724,4595.7,
6499.0,6499.0,6428.0,1241,6450.3,
4669.0,4682.95,4635.05,954,4657.2,
5665.0,5667.15,5572.75,2427,5634.95,
20400.0,20400.0,20090.0,1239,20118.2,
6171.0,6210.0,6111.1,6534,6175.55,
5337.0,5387.0,5300.0,1411,5326.15,
11959.0,11998.0,11843.6,975,11953.6,
11112.0,11226.85,10991.05,6029,11061.9,
6111.55,6330.0,6105.0,3370,6317.25,
5055.0,5104.8,5046.8,3858,5089.15,
7275.55,7425.0,7275.0,82166,7343.8,
11616.15,11751.0,11616.15,790,11708.6,
4650.0,4695.0,4650.0,1473,4659.5,
10333.0,10380.85,10164.3,2246,10295.8,
10830.9,10988.85,10829.2,2537,10887.8,
16675.0,16848.7,16600.0,13104,16777.9,
5520.0,5528.5,5410.0,4822,5501.95,
6210.45,6250.0,5981.0,2979,6048.15,
6160.0,6210.0,6159.95,2135,6180.75,
18300.0,18790.0,18300.0,3796,18729.95,
10199.0,10432.05,10199.0,12168,10316.55,
5007.0,5108.9,5007.0,7036,5052.1,
17664.0,17664.0,17235.15,4352,17322.8,
6865.0,6866.0,6725.0,1305,6771.9,
6069.75,6069.75,5970.05,5823,5983.9,
8510.3,8510.3,8392.9,1662,8473.6,
6920.0,6940.7,6830.7,1958,6859.05,
7209.95,7209.95,7000.05,76314,7132.8,
5750.0,5899.9,5665.5,24471,5835.75,
5969.0,6040.0,5969.0,711,6029.8,
4850.0,4850.0,4711.0,2625,4715.3,
18305.05,18572.95,17969.3,12218,18084.55,
4960.0,5000.0,4960.0,1296,4990.4,
5054.0,5077.3,5024.0,1982,5057.35,
5621.0,5659.95,5556.0,1139,5561.25,
4890.0,4925.0,4855.25,2371,4894.85,
5879.15,5921.0,5850.0,4144,5870.75,
14714.0,14839.0,14399.05,2747,14474.65,
7132.0,7191.25,7090.65,979,7167.9,
17349.95,17349.95,17070.1,10870,17147.35,
16995.95,17105.85,16850.0,4179,16896.65,
4114.0,4160.0,4076.0,3107,4143.25,
6218.0,6220.0,6150.0,4656,6167.6,
17699.0,17727.4,17417.0,2177,17495.7,
6271.05,6349.0,6259.5,2821,6334.9,
4700.0,4720.0,4690.0,1302,4699.1,
16767.0,16844.4,16673.6,1989,16763.6,
15598.9,15599.75,15315.0,1518,15360.85,
14694.0,14849.0,14271.25,6061,14541.5,
7055.6,7106.05,6990.25,1227,7021.85,
6702.0,6735.25,6690.5,2605,6714.6,
7300.0,7300.0,7206.1,981,7252.6,
10701.0,11055.0,10701.0,9439,11007.85,
4720.0,4750.0,4695.0,2477,4709.15,
4710.0,4756.9,4650.1,1700,4689.55,
19000.0,19037.05,18606.5,2273,18710.15,
13522.0,13690.95,13464.0,2051,13599.95,
6868.0,6880.0,6760.0,28850,6784.75,
6855.0,7038.0,6855.0,3744,7012.8,
14324.8,14361.9,14201.25,769,14300.2,
5880.05,5922.0,5873.05,1154,5907.4,
4658.0,4686.8,4647.0,1037,4683.15,
9797.0,9838.0,9729.95,1486,9771.35,
4650.0,4669.9,4605.2,521,4644.45,
6576.85,6639.95,6570.0,1449,6622.1,
10885.0,11590.0,10885.0,15918,11546.05,
6199.0,6266.95,6121.05,2468,6254.25,
5090.0,5110.0,5031.0,3302,5051.9,
4574.95,4574.95,4512.0,1340,4546.05,
6188.65,6249.0,6151.0,3043,6204.0,
6035.7,6035.7,5951.1,23461,5970.85,
4962.75,5000.0,4920.0,2168,4947.2,
4459.0,4459.0,4396.0,883,4406.5,
11555.0,11616.15,11430.05,21913,11472.35,
7851.0,7864.3,7695.35,2479,7714.35,
11011.0,11199.4,11011.0,1555,11131.25,
5100.25,5210.0,5100.25,1489,5159.85,
6039.8,6180.0,6039.8,10076,6135.8,
14890.0,15642.55,14059.5,3829,15035.7,
19155.0,19332.4,19019.75,1482,19184.35,
4869.0,4988.75,4850.0,15409,4955.5,
5925.0,5955.35,5878.8,3614,5905.15,
10565.3,10647.55,10500.0,2558,10530.55,
4700.0,4781.0,4683.1,8377,4756.4,
5317.95,5624.9,5317.95,9984,5574.6,
20400.0,20500.25,20243.8,1203,20434.6,
10400.0,10550.0,10300.0,9481,10507.95,
18363.0,18524.9,18078.0,4572,18172.55,
18499.0,18518.35,18225.0,712,18422.7,
10082.0,10190.0,9942.15,3204,9991.8,
6265.0,6295.0,6171.0,4450,6185.6,
10498.0,10596.75,10400.0,993,10471.85,
10838.0,10949.95,10788.0,29463,10885.15,
17344.35,17461.3,16970.05,6860,17097.8,
18338.0,18338.0,17900.0,4804,18012.6,
19700.0,20083.75,19556.0,4153,20016.5,
16810.0,17297.7,16800.0,5081,17178.0,
17535.0,17610.0,17108.05,3820,17420.15,
6050.2,6051.0,5932.05,17509,5968.2,
7000.0,7169.0,6943.2,8830,7137.75,
6000.0,6082.25,5990.0,936,6054.45,
4099.8,4146.95,4099.8,84,4125.0,
7250.0,7253.0,7130.0,2001,7153.25,
4575.1,4575.1,4470.0,4462,4478.05,
4425.0,4425.0,4360.0,2866,4385.5,
5680.0,5680.0,5460.0,5713,5514.9,
7336.75,7400.0,7200.0,2860,7303.4,
5460.85,5481.15,5391.3,20172,5430.55,
6021.85,6053.8,5921.0,6058,5963.95,
4940.0,4941.75,4901.1,2006,4929.5,
6223.45,6425.0,6200.0,2397,6379.8,
6050.0,6075.0,5989.0,921,6035.8,
18505.0,18817.7,18505.0,3751,18723.35,
16830.0,17090.0,16830.0,7245,16967.5,
4732.55,4750.05,4650.0,2712,4670.75,
6548.15,6590.45,6490.0,2535,6521.65,
10380.0,10798.35,10339.2,3496,10633.3,
4868.15,4888.35,4825.0,7608,4836.1,
4899.0,4899.0,4721.1,3342,4736.1,
6720.0,6740.0,6600.0,1315,6719.25,
19198.0,19300.0,19048.1,1027,19151.35,
4497.1,4633.3,4435.0,6632,4474.85,
10799.0,10799.7,10650.0,1973,10700.05,
5825.05,5859.45,5817.95,2091,5834.6,
18549.95,18629.3,18440.0,799,18527.65,
4789.9,4790.0,4601.6,4783,4647.95,
6299.95,6333.0,6109.9,5197,6155.4,
7447.0,7499.95,7361.15,1640,7378.0,
6160.0,6188.0,6050.05,2838,6063.4,
6609.5,6609.5,6541.0,312,6565.05,
18914.5,18947.55,18850.0,381,18895.95,
4440.0,4455.0,4420.0,1087,4430.85,
8866.55,8899.55,8668.05,1922,8734.65,
4670.0,4692.0,4650.0,844,4671.8,
6096.0,6096.0,5951.0,4039,5976.1,
7840.0,7919.95,7838.4,2632,7846.15,
6799.9,6825.3,6702.0,1212,6743.7,
14159.5,14267.15,14008.05,852,14237.35,
10530.0,10730.0,10500.0,6125,10692.45,
17375.05,17375.05,17075.0,1638,17177.1,
7500.0,7513.1,7282.4,3358,7305.9,
5615.0,5740.8,5600.0,6634,5718.95,
16123.0,16250.0,16003.0,6261,16165.25,
16450.5,16666.1,16433.3,9384,16526.45,
4692.0,4715.5,4650.9,4859,4702.8,
7150.0,7150.0,7030.0,1483,7053.0,
11869.0,11908.95,11750.0,1518,11771.95,
17331.5,17550.75,17025.0,1850,17389.6,
5918.75,5959.0,5864.0,1449,5892.95,
10821.2,10989.0,10688.0,9884,10764.4,
9761.0,9799.0,9678.45,1667,9736.45,
4778.0,4778.0,4715.2,36169,4725.6,
17562.0,17670.0,17485.55,2369,17547.1,
6118.0,6185.95,5999.95,3355,6070.1,
6730.0,6784.75,6684.0,3880,6734.0,
18721.0,18821.45,18383.8,2584,18577.95,
15436.0,15474.7,15311.0,1805,15419.8,
6390.0,6390.0,6317.7,1316,6333.6,
7450.0,7551.0,7405.15,5116,7501.65,
5058.15,5222.0,5025.1,6747,5190.1,
17524.0,17524.0,17329.5,11620,17498.35,
20259.35,20259.35,19975.85,1697,20043.85,
4405.0,4550.0,4405.0,2721,4516.25,
4275.25,4276.0,4215.0,1810,4228.9,
7221.55,7280.45,7200.0,931,7221.1,
10500.0,10694.9,10395.0,4971,10655.05,
9651.3,9790.0,9643.8,1218,9729.85,
7918.6,7947.55,7880.0,1178,7903.4,
20255.0,20333.3,20102.55,1811,20260.15,
7115.0,7115.0,7017.25,1344,7043.5,
5550.2,5574.9,5478.0,1006,5491.65,
8341.0,8394.0,8332.8,5206,8358.8,
4925.0,4955.0,4916.05,884,4944.35,
4426.0,4490.0,4402.0,18350,4457.45,
4929.0,4965.0,4915.0,1575,4941.1,
4770.0,4775.0,4675.0,1491,4693.85,
4500.0,4500.0,4458.25,1238,4462.0,
6667.45,6710.0,6641.3,1076,6657.8,
4708.3,4758.0,4645.0,5639,4686.45,
4415.0,4450.0,4409.0,1241,4442.05,
6329.15,6371.0,6250.0,1774,6279.4,
5487.85,5495.35,5412.05,1863,5445.4,
6155.0,6225.0,6110.5,2327,6196.25,
9400.0,9487.75,9241.5,5475,9385.05,
4898.0,4925.0,4860.45,1918,4883.45,
9797.0,9898.0,9783.0,2311,9866.8,
4599.0,4599.0,4471.0,8031,4482.25,
17754.0,17798.95,17325.0,12566,17526.1,
4923.5,5017.5,4918.0,31422,4978.05,
4257.0,4305.0,4225.0,2168,4244.4,
5847.0,5971.4,5823.95,6287,5888.7,
15690.0,16022.8,15620.0,14579,15924.7,
6270.0,6280.7,6124.5,8944,6132.0,
6804.0,7117.0,6789.1,6006,7064.85,
16697.0,16709.95,16490.0,2328,16506.95,
5850.0,5850.0,5779.95,3941,5786.15,
9959.0,10058.35,9933.0,1417,9948.7,
5290.0,5330.0,5252.0,2975,5283.85,
18000.0,18200.65,18000.0,13694,18128.95,
4500.0,4544.0,4458.0,2749,4503.4,
6175.0,6178.0,6030.0,8891,6037.05,
6213.0,6350.0,6143.8,1288,6248.85,
9636.0,9704.9,9617.0,758,9634.95,
12649.9,12795.7,12410.85,3912,12458.55,
9952.5,9964.9,9880.0,847,9904.6,
16000.0,16074.1,15773.15,4059,15911.25,
14690.0,14713.3,14588.0,1080,14685.2,
5424.0,5424.0,5363.0,2352,5370.85,
11288.0,11312.3,10956.05,1592,11011.7,
9252.0,9285.3,9025.0,2570,9120.1,
4420.0,4450.0,4368.9,2464,4395.25,
6843.3,7004.4,6775.0,1922,6817.95,
5305.0,5325.0,5235.0,2692,5306.0,
5258.7,5447.0,5220.0,2479,5414.9,
10853.65,11232.9,10701.05,13964,11016.8,
6504.0,6504.0,6420.1,872,6422.75,
10790.0,10852.1,10662.3,2596,10787.75,
5920.0,5946.9,5840.0,2268,5857.1,
5205.5,5216.0,5165.1,1446,5204.6,
7779.3,7799.2,7690.0,2376,7758.65,
5752.2,5820.0,5707.1,3740,5797.8,
7730.0,7766.3,7669.2,1383,7693.25,
6801.0,6850.0,6660.0,1796,6808.2,
5605.0,5649.95,5560.0,1119,5614.45,
4919.0,4990.3,4900.0,333,4933.55,
6384.0,6400.0,6260.0,1997,6280.3,
19501.05,19599.95,19211.0,2166,19427.25,
10214.6,10463.95,10200.0,4095,10280.25,
5699.0,5835.0,5675.0,9536,5752.45,
6429.0,6429.0,6170.0,3304,6270.15,
7845.0,7905.55,7720.0,33494,7813.25,
16750.0,16975.65,16538.85,5593,16729.7,
8285.0,8374.0,8285.0,1738,8360.7,
11646.0,11719.0,11512.0,851,11552.8,
11186.85,11279.0,11026.35,1566,11093.4,
5733.3,5740.4,5650.0,13449,5659.9,
9090.0,9447.5,9090.0,3581,9406.35,
6741.0,6778.0,6663.0,4483,6702.4,
5153.2,5224.0,5153.2,2560,5211.0,
19850.0,19899.5,19620.0,3141,19656.7,
17450.05,17588.05,17350.15,3648,17532.2,
5595.0,5610.0,5429.1,1654,5596.9,
6836.0,6854.5,6544.0,4692,6570.55,
4670.0,4700.0,4612.0,20044,4657.1,
7234.8,7274.75,7119.5,3404,7158.5,
5036.0,5106.0,5006.0,2647,5049.0,
17804.0,18361.7,17804.0,1208,18269.4,
11512.0,11820.0,11452.5,2775,11747.4,
6661.4,6707.0,6650.0,980,6674.9,
4780.0,4790.0,4700.0,1919,4722.75,
9499.0,9750.0,9410.0,7095,9700.75,
5970.0,6035.4,5970.0,3832,6011.8,
17849.0,18050.0,17738.75,964,18014.5,
5529.0,5624.0,5510.0,2744,5602.4,
4445.0,4468.95,4420.0,750,4438.85,
6210.0,6214.8,6080.05,1636,6148.4,
5898.4,5929.0,5865.3,907,5884.8,
10850.0,11050.8,10805.0,2217,11004.35,
14175.0,14198.0,13711.6,4001,14080.65,
6250.0,6365.0,6215.45,11634,6230.75,
6799.0,6826.0,6780.0,721,6809.95,
19099.0,19440.4,18990.5,11039,19414.65,
10358.2,10538.0,10300.9,34056,10449.85,
18457.0,18460.0,18240.0,4588,18398.55,
4609.65,4618.55,4570.0,1290,4598.4,
5282.45,5282.5,5175.1,1624,5203.65,
6200.0,6200.0,6100.05,994,6161.25,
4896.0,4980.0,4890.0,3981,4938.1,
17050.0,17338.15,17050.0,3028,17295.55,
9750.0,9912.6,9658.65,2465,9841.7,
17489.0,17612.0,17436.05,2309,17562.25,
6170.0,6170.0,5990.1,21087,6078.8,
5020.0,5030.75,5001.2,1294,5014.55,
6791.3,6841.15,6759.0,2214,6820.1,
6799.5,6826.9,6756.0,705,6795.25,
5550.0,5570.0,5423.0,8760,5447.35,
9350.0,9600.0,9350.0,31951,9520.7,
13299.95,13750.0,12780.0,8625,12934.9,
14550.0,14669.0,14513.9,1546,14585.65,
17521.8,17776.0,17361.95,3568,17714.8,
6286.95,6420.0,6260.0,4126,6354.1,
17050.0,17050.0,16307.0,13711,16374.15,
9764.8,9783.05,9580.0,1544,9624.0,
4437.0,4449.45,4375.0,2279,4398.35,
5205.0,5234.4,5180.0,4090,5205.5,
4160.0,4160.0,4100.0,1136,4108.35,
7289.0,7319.7,7269.6,962,7292.2,
6137.65,6147.15,6043.35,2449,6094.65,
15452.0,16502.15,15452.0,17589,16301.65,
19801.05,20284.75,19774.4,3305,20242.3,
16538.7,16650.0,16462.0,1706,16478.1,
10222.0,10350.0,10200.0,1125,10318.05,
7099.0,7099.0,6858.5,2227,6949.15,
16280.0,16380.0,16150.0,3243,16219.45,
4520.0,4520.0,4491.05,1121,4509.75,
4584.8,4584.8,4520.0,919,4527.45,
5276.25,5280.0,5175.35,1267,5190.25,
5710.3,6156.0,5710.0,22215,6128.5,
15547.0,15900.0,15444.0,1619,15869.8,
6618.3,6704.0,6618.3,954,6689.5,
15275.0,15400.0,15130.0,5400,15362.95,
14550.0,14609.65,14490.0,1563,14586.9,
4374.95,4374.95,4305.55,2364,4328.4,
7111.0,7327.0,6945.0,3981,7069.0,
4820.0,4820.0,4790.0,1682,4797.2,
11009.0,11287.85,10960.0,13721,11235.6,
4567.0,4589.0,4530.0,3323,4551.75,
7856.4,8169.0,7836.0,18075,8083.85,
6600.0,6639.9,6585.25,1096,6610.6,
7080.0,7200.0,6953.65,2976,7038.65,
12099.0,12099.0,11933.7,915,12011.1,
4610.0,5000.0,4605.1,2085,4623.95,
20128.9,20128.9,19815.0,33471,19841.7,
4694.0,4719.95,4652.0,1995,4700.3,
4539.0,4539.0,4467.0,1020,4515.9,
16667.05,16779.8,16584.15,2136,16620.65,
11343.0,11400.0,11175.7,2528,11325.45,
4720.0,4825.0,4720.0,2838,4782.65,
15035.0,15150.0,14798.1,2179,14961.4,
5752.0,5937.95,5752.0,1516,5826.75,
17340.0,17510.7,17164.05,2714,17325.8,
16300.0,16353.8,16100.0,2331,16135.45,
19260.0,19348.3,18925.6,2673,19001.75,
5701.0,5790.0,5701.0,3982,5735.95,
4409.5,4484.4,4409.5,3736,4448.6,
18998.0,19160.7,18945.0,2721,18996.05,
4445.0,4465.9,4439.95,931,4460.45,
6005.0,6050.0,5970.0,1522,5984.8,
7155.0,7167.25,7001.0,823,7051.6,
6720.0,6800.0,6705.0,662,6796.6,
5600.0,5608.85,5506.0,1696,5547.05,
4885.0,4943.9,4885.0,2456,4906.6,
6750.0,6868.9,6744.15,2989,6848.85,
10989.95,10989.95,10532.05,2492,10595.7,
5880.0,6018.0,5880.0,1489,5967.2,
6289.0,6378.95,6282.0,2113,6333.45,
16458.0,16625.0,16172.75,4961,16202.7,
6019.9,6175.0,5915.0,2486,5959.75,
5110.0,5251.0,5080.0,6936,5198.55,
6685.0,6788.45,6617.0,2344,6758.4,
10829.2,10862.6,10612.65,3705,10755.2,
5310.15,5337.45,5301.0,1622,5310.5,
5850.0,5850.0,5755.0,2925,5771.8,
5165.0,5165.0,5050.0,882,5067.3,
4590.0,4699.0,4571.5,2810,4683.75,
14103.05,14155.0,14020.0,10662,14068.15,
5096.0,5236.9,5085.1,3004,5142.05,
4060.0,4069.95,3949.0,6480,3957.55,
15820.0,15820.0,15563.65,12132,15592.8,
18500.0,18552.4,18135.35,3241,18191.75,
6010.2,6069.3,5903.0,1588,5928.75,
4399.95,4488.0,4379.15,3834,4386.85,
7382.0,7403.65,7319.15,874,7340.65,
6515.0,6525.0,6403.25,1101,6429.15,
6444.0,6470.2,6411.55,3695,6461.55,
10800.0,10916.1,10695.0,15261,10836.0,
10746.35,10762.1,10557.5,2829,10627.0,
6300.0,6333.0,6248.4,518,6302.15,
18200.0,18667.2,18000.5,4464,18586.1,
5920.0,5939.95,5838.3,1220,5855.0,
18450.0,18572.4,18324.5,2966,18388.25,
5600.0,5602.0,5425.0,3671,5467.5,
17340.0,17607.65,17250.0,1655,17544.95,
11700.0,11700.0,11260.0,2059,11301.5,
18250.0,18277.0,18025.0,1190,18164.15,
17105.0,17143.05,16968.9,3554,17102.15,
4894.0,4894.0,4770.5,1534,4781.1,
11651.5,11797.0,11530.05,9688,11554.6,
11333.2,11417.85,11301.05,2440,11344.55,
16935.5,17111.0,16820.0,2895,17078.3,
10270.0,10448.6,10238.35,2322,10313.0,
4652.0,4700.0,4640.0,1958,4685.4,
19480.0,19704.35,19424.15,4908,19472.4,
5759.05,5910.0,5753.0,5574,5894.0,
18356.0,18615.95,18284.15,4363,18571.6,
12850.0,12895.0,12607.0,2253,12684.3,
4488.0,4511.45,4465.55,41575,4500.15,
4720.0,4750.0,4690.0,2800,4699.55,
15354.0,15585.05,15315.0,1630,15544.4,
19697.0,19714.2,19480.0,2073,19555.0,
18970.0,19085.55,18678.05,2052,19050.3,
16100.0,16119.0,15680.0,6051,15770.55,
17530.0,17894.0,17431.2,1471,17772.55,
10626.45,10780.0,10611.15,2177,10689.9,
4492.0,4538.95,4450.0,3558,4473.85,
5078.9,5100.0,5056.65,537,5090.2,
6515.0,6570.0,6498.0,746,6508.65,
18650.0,18785.95,18523.45,3300,18598.25,
6166.6,6229.05,5953.95,2238,6079.05,
4982.8,5036.95,4975.0,1524,5011.9,
6125.0,6422.0,6125.0,6533,6352.55,
6100.0,6175.0,6100.0,1862,6153.4,
4920.0,4931.9,4868.0,968,4875.1,
11694.0,11694.0,11427.25,3345,11526.0,
10498.9,10500.05,10170.0,4656,10249.0,
17620.0,17669.0,17557.75,1630,17640.75,
5044.3,5044.3,4985.0,2437,5007.25,
14819.95,14838.0,14720.0,646,14777.9,
9838.0,9902.6,9760.05,1335,9870.75,
16659.0,17383.9,16659.0,3319,17323.2,
6100.0,6105.0,6008.0,77716,6089.85,
5874.65,6075.0,5855.3,4448,5998.45,
6370.0,6373.7,6025.0,2264,6129.45,
12690.0,12864.9,12616.5,1633,12843.45,
18294.5,18684.5,18294.5,1496,18549.85,
5200.0,5226.7,5091.0,3744,5110.35,
17160.0,17202.3,16800.0,4211,16828.2,
6075.8,6100.0,5930.1,22884,5977.6,
18339.0,18497.0,18216.3,2000,18430.0,
6665.0,6665.0,6542.9,865,6608.4,
10154.1,10599.0,10118.25,3679,10537.2,
16499.0,16499.0,16257.2,2937,16373.95,
17350.0,17550.0,17279.25,1872,17491.95,
7870.3,7907.65,7838.95,844,7859.55,
16097.0,16472.15,15975.0,3465,16289.75,
16510.0,16567.75,16271.45,4122,16311.1,
11335.05,11667.95,11335.0,14797,11576.6,
6270.05,6389.0,6250.0,3054,6329.55,
6632.3,6632.3,6501.0,2437,6535.8,
4970.7,5025.0,4961.1,1626,4998.7,
4877.0,4877.0,4707.0,2057,4717.25,
7279.6,7360.0,7230.15,2095,7277.95,
4595.0,4614.0,4570.0,1575,4588.5,
10450.0,10600.0,10284.55,2908,10518.75,
6600.0,6689.95,6587.85,3339,6650.05,
5300.2,5310.95,5224.05,1095,5294.65,
