open_price,high_price,low_price,noof_shares,close_price,predicted_close_price
5981.1,5990.05,5947.0,2810,5950.5,
5090.0,5206.0,5074.0,2498,5178.5,
6366.4,6390.0,6290.05,6078,6335.15,
16780.0,16888.0,16631.0,5726,16851.35,
11970.35,12635.0,11970.35,12696,12587.45,
5166.0,5169.0,5085.05,1993,5125.05,
5749.0,5864.85,5685.0,4182,5791.35,
4460.0,4489.0,4439.0,2411,4452.85,
5049.0,5049.0,4937.25,4659,5009.35,
18387.0,18395.0,17957.8,4281,18003.8,
6091.9,6168.35,5900.0,2250,5975.4,
5980.0,5980.0,5860.0,2605,5892.25,
4930.0,4970.0,4904.3,851,4946.0,
11929.0,11929.0,11763.0,1060,11801.25,
5485.0,5491.75,5451.0,2091,5474.15,
14835.5,14859.35,14606.0,1745,14650.35,
16501.1,16700.0,16474.75,2083,16671.25,
5898.95,5911.2,5826.8,3199,5898.35,
14460.0,14625.4,14299.0,1495,14552.9,
4236.0,4300.0,4170.0,2362,4241.15,
5200.0,5200.0,5150.0,1752,5169.55,
14921.0,15113.0,14840.0,7240,15039.1,
6090.0,6196.05,6078.7,2620,6161.1,
5916.0,5994.0,5855.0,8101,5962.35,
4589.0,4589.0,4435.75,3807,4461.45,
17450.0,17577.6,17310.25,2585,17375.75,
6173.65,6265.0,6132.0,527,6234.9,
6781.0,6786.5,6734.0,13015,6750.25,
18817.35,19250.0,18817.35,2551,19134.6,
6905.0,6970.0,6770.15,2066,6816.9,
19777.5,19843.35,19655.4,700,19700.05,
7225.5,7390.0,7025.0,6877,7165.6,
4849.0,5024.85,4825.05,13037,4946.6,
17449.0,17550.0,17258.5,1616,17475.65,
6310.0,6449.2,6310.0,43551,6426.8,
5040.0,5107.2,5000.55,4087,5097.35,
20350.0,20350.0,20025.0,888,20152.0,
16774.85,16774.85,16515.3,2556,16544.1,
11260.0,11467.8,11157.55,8937,11416.85,
6220.0,6249.0,6177.35,1058,6219.1,
5660.0,5720.0,5624.0,9367,5674.85,
19151.35,19329.05,19129.5,943,19268.7,
6464.0,6536.55,6401.05,1790,6497.8,
5198.0,5248.0,5115.25,1481,5138.2,
5735.0,5775.0,5735.0,1162,5755.85,
5320.0,5440.0,5293.65,14798,5406.6,
7150.5,7157.0,7049.5,1585,7133.5,
17900.0,17900.0,16406.0,15933,16518.7,
6250.0,6350.0,6008.2,20613,6184.7,
4774.0,4780.0,4697.0,1395,4712.0,
4481.0,4553.6,4463.0,6408,4526.55,
10879.2,10955.0,10850.1,1337,10903.2,
6080.0,6169.0,6080.0,2117,6127.95,
4500.0,4545.0,4486.85,5710,4524.35,
4400.0,4435.0,4377.0,3416,4410.35,
5150.0,5209.0,5117.0,7589,5167.4,
17200.0,17277.25,16558.45,5607,16794.6,
10800.75,10842.2,10730.15,1667,10808.4,
5971.0,5983.3,5895.0,2395,5907.05,
6100.0,6213.65,6000.05,11872,6044.5,
7600.0,7648.9,7562.7,2320,7615.5,
7564.9,7610.6,7480.0,2313,7554.85,
4710.1,4736.55,4710.1,1763,4723.4,
6320.0,6401.15,6199.95,2745,6256.65,
5084.1,5110.0,5050.1,895,5095.3,
6961.0,7049.9,6900.0,1322,6938.35,
11938.0,12154.0,11871.9,1861,12030.8,
16925.0,17350.0,16920.0,4774,17162.8,
4735.0,4751.0,4665.0,1589,4679.9,
6349.0,6375.0,6305.0,1630,6346.1,
19331.6,19466.95,19253.05,1060,19353.1,
17250.0,17686.7,17247.15,2061,17633.95,
16989.0,17599.9,16846.5,4658,17533.85,
16301.0,16352.7,15717.0,4522,16054.4,
10601.0,10888.0,10582.75,3696,10781.2,
18410.0,18650.0,18330.6,1287,18376.85,
13430.0,13503.95,13315.05,1765,13463.45,
17500.0,17500.0,16961.2,2118,17068.7,
11050.0,11265.0,11001.0,2802,11179.55,
4748.0,5050.0,4748.0,16901,4980.85,
4725.0,4750.0,4620.0,6874,4732.2,
14415.0,14606.6,14160.8,8340,14512.75,
18180.0,18500.0,18101.0,1197,18431.1,
6106.0,6225.0,5957.2,3806,6194.4,
11275.0,11449.65,11200.0,5153,11215.6,
7692.2,7699.0,7647.1,1500,7658.65,
17567.0,18411.4,17567.0,10669,18363.5,
6201.0,6229.0,6161.0,3371,6171.85,
18134.85,18232.3,18034.95,961,18127.0,
4800.0,4835.0,4751.0,3904,4799.7,
19352.05,19588.75,19331.7,998,19463.15,
17006.55,17500.0,16933.9,9328,17470.0,
7804.65,7999.85,7804.65,7001,7921.6,
16588.0,16767.0,16561.2,3968,16727.0,
17600.0,17600.05,17369.1,1613,17543.05,
6810.1,6988.85,6800.0,2879,6949.7,
5021.0,5021.0,4796.2,7518,4849.8,
6325.0,6363.0,6301.75,1100,6317.1,
11540.0,11660.0,11446.1,3157,11596.2,
7670.9,7750.0,7553.2,2901,7704.65,
7303.4,7303.4,7230.05,1700,7269.1,
5570.0,5642.25,5430.0,3862,5570.0,
6100.0,6182.0,6005.0,1339,6035.05,
4657.9,4657.9,4580.0,1624,4608.1,
17490.0,17834.95,17280.3,4558,17752.65,
15822.25,15873.8,15044.35,7632,15619.4,
17250.0,17281.1,17004.05,1725,17037.0,
12800.0,12847.5,12709.15,1948,12763.05,
4930.0,4930.0,4780.0,3726,4811.8,
4900.0,4947.85,4889.1,1182,4909.85,
6575.0,6599.0,6536.35,7835,6551.05,
16435.1,16495.55,16155.0,2668,16260.05,
4910.0,4964.0,4851.0,19090,4922.75,
14155.0,14198.7,14021.6,1138,14107.25,
6130.0,6249.0,6055.0,8351,6125.0,
5010.0,5025.65,4960.0,1808,4989.45,
6611.0,6660.0,6582.75,1420,6597.3,
7896.95,7949.0,7847.0,1317,7868.1,
4595.0,4711.0,4595.0,3133,4687.65,
18931.6,19074.9,18618.4,2171,18758.75,
4685.0,4727.95,4584.0,5994,4605.8,
19206.6,19430.0,18972.1,10791,19336.1,
12000.0,12189.9,11806.5,2899,11871.9,
4601.1,4654.0,4601.0,2870,4619.55,
4890.0,4920.0,4871.8,1397,4887.6,
16399.0,16631.55,16290.3,3793,16571.95,
6771.0,6806.45,6659.0,8290,6699.5,
6311.6,6471.1,6270.2,3294,6399.5,
17280.0,17280.0,16907.8,2124,17008.75,
5010.0,5046.9,4912.0,3365,4928.6,
5493.55,5507.1,5457.6,1645,5464.05,
6843.0,6843.0,6735.95,1627,6778.3,
6250.0,6323.4,6170.0,2606,6199.05,
10671.0,10777.0,10164.85,3561,10359.6,
6677.0,6710.0,6645.85,7712,6668.15,
4700.0,4712.25,4670.0,1495,4703.35,
10550.0,10769.0,10533.0,3608,10694.65,
18940.05,19030.75,18803.4,808,18954.4,
7065.0,7216.2,7065.0,1938,7175.8,
18188.0,18398.15,18048.5,875,18244.35,
7033.4,7065.0,7020.9,874,7045.1,
19544.7,19733.5,19285.4,2424,19377.5,
17450.0,17670.35,17334.35,2735,17596.4,
5550.0,5609.9,5490.0,2196,5597.35,
18750.0,18817.8,18450.0,1689,18493.95,
6844.0,6916.7,6740.7,16882,6801.15,
16288.0,16382.6,16201.9,132010,16305.95,
19923.5,19925.35,19686.8,1106,19707.05,
6160.0,6230.0,6000.0,3218,6053.05,
4490.0,4510.0,4480.0,1519,4503.65,
4694.95,4705.0,4650.0,2879,4678.3,
4827.95,4827.95,4704.0,29880,4716.05,
6634.0,6675.0,6634.0,2326,6659.7,
18000.0,18173.95,18000.0,1257,18077.55,
19618.9,19618.9,19320.35,836,19450.75,
11322.5,11455.95,11270.35,1689,11288.7,
11115.25,11559.9,11115.25,5711,11469.8,
19201.0,19298.5,18998.0,2046,19049.6,
19237.85,19296.05,19158.35,661,19207.0,
6199.7,6213.45,6115.95,4216,6141.75,
4631.25,4708.9,4600.1,2034,4615.65,
10900.0,11100.0,10813.25,5491,11027.9,
16350.0,16455.0,16290.0,5551,16417.8,
7759.0,7780.0,7706.0,1116,7711.8,
6301.0,6434.0,6301.0,1764,6411.95,
9400.0,9490.0,9212.0,2611,9224.0,
4627.65,4698.5,4610.15,775,4671.85,
18690.0,19632.25,18598.75,4132,19552.8,
17199.0,17199.0,16552.6,11575,16778.65,
6248.0,6290.0,6217.55,12658,6263.95,
16800.8,16949.65,16723.6,2525,16891.45,
5800.0,5980.0,5791.35,1665,5961.9,
10329.0,10329.0,9902.0,3647,9956.05,
6799.0,6986.0,6757.0,3657,6924.75,
4875.0,4937.9,4828.0,3308,4901.55,
19099.0,19417.25,18972.2,5073,19159.1,
6129.0,6249.0,6030.2,2267,6234.15,
11200.0,11312.1,11167.25,2929,11241.05,
10900.0,10900.0,10550.0,11652,10604.05,
5145.0,5145.0,4940.4,2045,5010.85,
4719.8,4825.0,4690.0,2839,4772.0,
4528.0,4590.0,4501.05,2408,4561.1,
19100.0,19246.05,18893.25,1167,19164.0,
17082.0,17290.75,17053.55,3546,17260.1,
19400.0,19795.0,19361.6,929,19708.55,
14582.0,14700.0,14550.0,973,14599.45,
4435.0,4515.0,4414.0,2640,4418.55,
5013.95,5043.2,4999.0,675,5026.15,
6705.0,6749.0,6703.4,13153,6730.65,
10600.0,10888.0,10556.75,5032,10805.25,
6313.0,6338.0,6288.1,248,6327.45,
4369.0,4390.0,4325.0,2705,4355.45,
4852.05,4884.0,4852.05,1149,4862.4,
4900.0,4965.8,4900.0,905,4941.9,
6100.05,6276.35,6100.05,3982,6237.45,
10518.95,10644.55,10518.9,1072,10598.05,
5795.0,5795.0,5701.0,2910,5720.05,
9130.0,9166.0,8888.45,14468,8924.45,
15300.0,15828.05,15300.0,12567,15734.25,
16760.0,16945.55,16707.0,1340,16870.95,
4906.8,4925.0,4890.0,1144,4891.35,
16415.0,16672.65,16350.05,2728,16594.25,
6310.0,6362.25,6250.6,1743,6319.2,
5175.0,5198.0,5086.75,1840,5180.1,
19089.95,19107.05,18762.8,2057,19002.0,
17400.0,17400.0,17072.25,5335,17242.2,
11680.0,11680.0,11448.5,1050,11544.1,
17302.2,17371.5,16885.5,3872,17086.25,
4900.0,5151.0,4851.0,3461,5099.5,
5760.1,5810.0,5752.85,3260,5775.75,
4118.0,4126.9,4080.0,1018,4101.85,
19400.0,19438.6,19136.1,3084,19305.4,
4919.0,4959.0,4900.0,1905,4910.85,
17659.65,17878.2,17467.1,1046,17840.1,
4625.0,4670.0,4625.0,715,4656.95,
4690.0,4710.0,4650.0,2301,4697.95,
4908.0,4925.0,4856.0,1231,4865.05,
16925.0,16979.0,16650.65,8018,16690.3,
6262.0,6262.0,6156.0,5705,6208.8,
7000.0,7090.0,7000.0,3549,7053.2,
11320.0,11525.5,11320.0,3361,11486.65,
5044.0,5044.0,4923.1,8622,4940.05,
4652.15,4695.0,4640.1,587,4663.5,
18150.0,18572.95,17772.9,4590,18205.8,
16248.0,16720.35,16215.05,8053,16545.15,
7685.6,8000.0,7535.1,7196,7827.9,
7200.0,7235.0,7185.65,632,7209.75,
4709.0,4710.0,4665.2,4369,4676.15,
19080.0,19271.45,18902.6,1359,19227.7,
5905.0,5905.0,5723.35,6354,5743.85,
5245.0,5372.0,5200.0,17250,5350.9,
11619.0,11682.0,11477.4,3357,11621.65,
6102.55,6300.0,6085.0,9896,6251.7,
5145.0,5170.0,5081.0,22478,5085.65,
7550.0,7609.0,7452.0,2577,7513.1,
6183.95,6343.0,6183.95,3469,6286.3,
10143.3,10340.0,10042.0,4384,10287.25,
5805.0,5845.0,5745.0,3462,5815.25,
6085.0,6088.7,6008.1,3135,6053.65,
6050.0,6100.0,6040.65,4238,6086.9,
4746.0,4798.0,4730.0,2320,4767.65,
16730.85,16810.0,16497.15,8865,16735.4,
13430.0,14425.95,13206.2,7765,14148.85,
10950.0,10975.5,10750.15,3768,10764.3,
16002.0,16430.5,15923.25,8371,16387.8,
16000.0,16043.25,15796.35,3079,15998.45,
5125.0,5145.0,5015.35,2192,5042.1,
4955.0,5043.0,4955.0,17558,5000.35,
19158.0,19470.7,19158.0,767,19400.2,
6000.0,6033.05,5972.4,4590,6013.4,
4515.0,4543.25,4505.0,42941,4509.8,
11575.65,11593.9,11475.0,9383,11497.0,
11599.0,11670.0,11502.9,2118,11585.55,
11155.0,11700.05,11130.45,1663,11181.9,
6400.15,6495.0,6280.2,2322,6327.25,
6334.0,6341.1,6290.1,703,6300.8,
19300.0,19430.0,19190.55,759,19370.75,
5940.0,5940.0,5875.0,93913,5903.3,
10299.0,10339.7,10069.1,27192,10116.5,
4679.0,4683.8,4652.0,806,4661.7,
18320.0,18336.1,18010.0,1965,18050.8,
6107.0,6150.0,6098.95,5021,6134.85,
17620.0,17829.2,17475.95,2812,17507.6,
20199.0,20389.9,20110.05,2192,20312.05,
7461.0,7532.0,7436.0,1480,7503.3,
15588.0,16160.0,15435.0,5288,16089.65,
6305.5,6345.0,6299.65,781,6317.55,
5450.0,5478.5,5360.0,25144,5383.5,
7140.0,7220.0,7134.95,7825,7194.8,
4530.0,4570.0,4525.0,1024,4532.5,
4890.0,4944.6,4775.0,3791,4853.45,
6370.0,6400.25,6335.55,3340,6358.45,
6238.0,6299.0,6136.55,12805,6143.6,
4645.2,4645.2,4580.0,10742,4593.1,
5131.5,5167.95,5087.0,3253,5098.5,
17900.0,18255.35,17871.2,813,18207.6,
16945.0,16945.0,16670.3,3013,16782.05,
4918.8,4925.0,4879.95,1165,4894.1,
6295.0,6335.4,6126.05,2866,6152.05,
11670.0,11671.0,11572.75,5882,11608.95,
17554.7,17848.0,17518.3,2037,17580.6,
9850.0,9850.0,9544.4,6494,9707.25,
6470.65,6473.25,6317.6,3292,6348.7,
15362.95,15454.65,15180.85,2215,15257.85,
6361.0,6409.0,6322.75,2169,6396.35,
4477.95,4514.0,4471.0,3906,4504.45,
5865.0,5928.0,5851.0,4929,5876.05,
10888.0,10946.85,10800.0,1568,10868.2,
10469.9,10469.9,10255.0,2904,10298.15,
11010.0,11021.0,10840.2,1695,10880.05,
4746.05,4751.0,4705.0,1250,4726.2,
16340.0,16426.4,16120.1,3520,16201.05,
6889.2,6991.1,6875.0,1686,6956.45,
5094.0,5109.3,5075.0,3164,5085.55,
6909.0,6909.0,6780.4,34388,6819.55,
6750.25,6770.0,6685.0,22668,6697.4,
9545.2,9800.0,9545.2,1762,9757.25,
18301.0,18301.0,17231.25,4499,17322.15,
4789.9,4879.9,4755.0,1784,4832.55,
6570.0,6699.0,6539.25,2012,6580.9,
10852.7,11044.0,10850.0,1478,10970.05,
17582.2,18216.0,17582.2,5732,18059.0,
9820.35,9865.85,9685.0,3611,9720.8,
10410.0,10435.6,10152.55,2328,10237.85,
16400.0,16631.7,16370.25,9955,16574.8,
6690.0,6709.0,6650.7,2486,6678.35,
5924.35,6222.0,5903.0,2355,6139.05,
11849.0,11940.0,11759.0,2109,11920.65,
6105.0,6128.15,6050.0,2727,6068.2,
4750.0,4946.9,4700.0,4347,4901.35,
4866.1,5020.0,4866.1,2152,4972.0,
6758.05,6819.95,6665.0,3485,6709.85,
6897.95,7029.0,6897.95,3725,7022.95,
7610.05,7610.05,7494.0,3757,7512.4,
16000.0,16421.6,15880.0,7878,16252.65,
11879.0,12266.25,11700.0,5304,11981.5,
6432.2,6499.0,6414.0,8225,6482.6,
4490.0,4525.0,4468.0,916,4510.45,
17177.0,17330.05,16580.9,8721,16607.9,
9656.0,9711.55,9615.0,1647,9657.75,
10548.95,10719.95,10356.45,3613,10520.1,
10401.0,10486.25,10323.0,1588,10388.8,
6748.55,6788.5,6651.0,3319,6711.95,
7020.0,7198.0,7020.0,3838,7136.5,
9688.0,9740.25,9453.1,2608,9479.85,
4754.2,4754.25,4702.0,2611,4715.1,
17230.0,17510.0,17163.85,3421,17425.4,
12620.0,12887.0,12620.0,7537,12713.9,
4462.7,4530.0,4402.05,3119,4499.9,
5195.0,5220.0,5160.0,1523,5175.9,
4622.05,4643.0,4591.2,1590,4601.05,
6778.3,6788.55,6671.25,5361,6705.4,
5443.8,5499.85,5435.0,2040,5478.5,
4694.95,4708.05,4672.1,1558,4683.1,
4456.0,4520.0,4420.0,1103,4510.8,
5620.0,5625.0,5580.05,2333,5599.95,
6339.05,6388.85,6275.0,1882,6369.45,
6321.0,6355.0,6278.0,2325,6338.25,
4878.0,4950.0,4875.0,2376,4924.8,
6594.65,6660.0,6587.65,918,6634.7,
5984.7,6076.0,5801.0,2639,6011.55,
5705.1,5706.95,5620.1,2273,5644.65,
5219.0,5344.8,5219.0,6034,5269.3,
6680.0,6680.0,6535.0,1046,6576.85,
6099.0,6230.0,6021.0,41478,6056.55,
6473.55,6639.5,6463.45,3946,6605.95,
4960.0,5024.35,4848.0,8529,4913.85,
4452.55,4459.9,4402.0,2811,4412.3,
6335.0,6353.55,6301.05,4231,6325.25,
10209.15,10261.5,9211.3,10848,9765.15,
19214.0,19425.0,19170.75,1054,19218.1,
6850.0,6851.95,6750.0,9318,6787.3,
10870.0,10940.25,10719.25,5916,10779.45,
6005.0,6139.0,6005.0,3607,6104.2,
4625.0,4652.0,4590.0,1334,4602.05,
11580.0,11912.0,11545.0,3186,11727.3,
4939.0,4988.0,4900.2,11475,4977.1,
4570.0,4664.0,4420.0,10466,4447.1,
18718.95,18860.05,18319.25,1242,18795.25,
19399.85,19619.8,19080.15,2508,19171.95,
7336.1,7408.35,7230.0,7239,7371.5,
10010.0,10290.0,9953.3,4361,10166.85,
10556.75,10556.75,10300.0,3938,10409.25,
11119.05,11219.3,10849.0,864,10931.25,
6508.65,6508.65,6400.0,2891,6420.4,
6470.0,6590.0,6441.35,2172,6569.25,
5293.0,5296.95,5195.0,3808,5224.35,
6558.0,6725.0,6530.55,26719,6638.85,
17000.0,17000.0,16420.05,2690,16614.25,
4289.0,4330.0,4283.05,2902,4311.75,
17790.25,17950.0,17615.95,6641,17679.9,
4831.0,4837.8,4717.05,76778,4741.1,
15800.0,15845.0,15577.85,2820,15625.4,
7747.4,7864.55,7717.0,2150,7764.35,
4585.0,4585.0,4536.0,4785,4562.55,
6411.0,6447.15,6301.0,2480,6332.7,
10452.0,10554.95,10243.35,10635,10336.55,
11066.0,11290.0,11066.0,8469,11181.95,
4725.0,4774.0,4680.0,29189,4691.15,
6250.1,6375.45,6230.0,19392,6248.65,
5144.5,5184.3,5101.0,1802,5110.7,
5094.95,5150.0,5085.0,6402,5122.15,
4720.0,4725.45,4595.3,2508,4636.25,
12711.0,12785.1,12350.0,4514,12465.15,
18311.0,18360.0,18088.7,1016,18277.9,
17999.0,18140.5,17782.65,840,18091.3,
4544.0,4549.65,4520.15,1096,4533.55,
11583.2,11666.0,11551.7,1620,11599.55,
19532.35,19554.95,19175.0,1645,19283.0,
6670.0,6725.0,6620.2,35424,6679.55,
4160.0,4335.0,4160.0,3697,4284.1,
6246.5,6325.5,6244.75,28521,6314.95,
6660.0,6660.0,6595.9,20942,6617.65,
6200.05,6262.0,6150.0,976,6166.55,
17535.0,17616.45,17414.6,1347,17487.65,
15850.0,16420.6,15726.45,3007,16302.4,
6185.0,6185.0,6060.25,8926,6084.8,
16889.95,17232.7,16714.9,2313,16996.65,
5080.0,5128.0,5040.0,1431,5119.4,
5713.95,5789.0,5710.95,1360,5768.15,
6507.0,6507.0,6402.45,1330,6435.3,
5120.0,5120.05,4990.0,96509,5012.35,
4532.35,4729.0,4532.35,7899,4691.85,
5474.0,5499.0,5467.5,1402,5490.6,
6640.0,6669.6,6524.0,8458,6568.95,
7165.6,7230.0,6877.2,5858,6946.95,
5159.9,5184.8,5150.0,6722,5158.15,
5972.0,6014.7,5905.1,11567,5950.35,
6735.0,6751.9,6686.9,585,6704.3,
5461.25,5493.6,5450.4,1176,5485.0,
9867.0,9881.85,9797.0,794,9827.1,
10881.0,10881.0,10735.0,1305,10788.05,
16939.95,16939.95,16621.0,2318,16713.75,
10320.0,10409.7,10222.0,1707,10357.4,
4096.0,4124.95,4096.0,8659,4108.4,
6674.9,6719.2,6635.0,33268,6645.5,
5165.1,5176.8,5120.0,2655,5130.3,
6667.35,6667.4,6615.0,765,6644.8,
7737.85,7876.0,7736.4,751,7845.0,
7887.0,7936.25,7845.0,905,7855.4,
6729.95,6736.05,6690.1,3023,6705.95,
5990.0,5999.0,5850.05,5560,5872.7,
5300.0,5515.0,5300.0,10937,5468.95,
9869.3,9879.9,9610.0,4791,9650.65,
20153.0,20153.0,19850.35,5499,19929.8,
4430.0,4457.0,4404.0,3430,4426.2,
10227.85,10448.0,10158.95,7380,10385.95,
11176.05,11341.45,11176.0,1981,11291.1,
4526.0,4526.0,4481.0,1972,4497.8,
16493.0,16583.0,16116.0,4206,16173.85,
19405.0,19582.0,19323.75,1308,19399.85,
16065.9,16221.2,16065.9,3467,16196.3,
5666.7,5795.0,5666.7,7289,5752.75,
4730.0,4749.9,4543.6,5281,4717.45,
16199.95,16199.95,16000.0,1964,16038.4,
6768.0,6863.7,6700.0,5748,6825.0,
5045.0,5045.0,4769.95,15784,4865.2,
5214.8,5338.9,5170.0,3176,5289.3,
14660.0,14680.0,14415.0,10105,14455.95,
5039.3,5071.9,5001.0,3203,5009.15,
5900.65,5999.0,5890.0,1233,5962.0,
6317.0,6350.0,6220.0,953,6253.15,
9301.05,9520.0,9080.1,5239,9373.55,
5600.05,5600.05,5403.0,2554,5448.0,
17730.0,17952.65,17553.55,4138,17727.75,
5050.0,5070.0,4875.0,1401,5014.55,
5160.0,5162.5,5120.0,3719,5135.95,
9150.0,9207.55,8934.8,4032,8986.45,
5900.0,5915.85,5805.55,10707,5830.3,
7343.15,7373.55,7260.0,3169,7291.0,
5822.2,5835.8,5760.0,1656,5812.0,
11660.0,11694.85,11500.0,837,11531.2,
10386.15,10501.95,10225.1,20756,10281.4,
16560.0,16699.0,16409.05,2098,16535.5,
5095.05,5242.85,5088.05,3485,5213.5,
6167.6,6198.95,6080.0,6052,6095.9,
11099.0,11408.8,11099.0,2296,11206.6,
14765.0,14999.0,14765.0,2084,14958.6,
18890.0,18890.0,18569.0,1557,18727.25,
16356.0,16521.0,16316.1,2197,16427.35,
6140.5,6321.05,6075.0,2927,6235.1,
4480.0,4516.0,4450.0,5179,4464.25,
19298.95,19312.45,19039.0,2918,19273.45,
5693.55,5698.8,5615.05,729,5657.95,
11005.05,11035.6,10870.2,613,10972.8,
6050.0,6076.0,6001.15,2004,6013.05,
17645.6,17868.0,17461.1,1370,17782.2,
16249.0,16800.0,15900.0,18013,16351.75,
7781.25,7825.0,7695.0,10799,7720.9,
6672.7,6775.0,6667.6,2182,6754.45,
6447.0,6532.1,6425.3,1068,6445.35,
4590.0,4712.0,4582.0,5385,4695.6,
4668.95,4730.0,4601.0,3698,4711.2,
4880.0,4958.0,4850.9,1733,4891.75,
5880.0,5880.0,5622.0,7923,5675.85,
4837.7,4885.0,4837.7,1674,4860.15,
5900.0,5968.5,5875.0,16623,5948.05,
10140.3,10235.65,10096.4,2397,10165.45,
10831.0,10836.05,10180.0,10946,10401.8,
17355.2,17800.0,17327.8,2934,17377.6,
6948.35,6960.0,6755.0,1120,6866.6,
18320.0,18457.85,18204.25,5095,18403.0,
13210.0,14075.0,12850.0,6306,13555.4,
6470.0,6526.0,6398.4,1444,6429.0,
7700.0,7706.15,7627.8,21153,7654.7,
4400.0,4433.0,4400.0,1565,4428.5,
6870.0,6919.75,6775.0,1873,6822.4,
7070.0,7177.0,6956.0,2852,7063.6,
5109.9,5140.0,5001.1,3700,5042.4,
16750.0,16807.9,16458.7,6821,16699.45,
4538.95,4538.95,4410.0,1650,4499.6,
6030.0,6083.0,5955.85,63593,5993.25,
5976.05,6010.0,5884.1,1829,5904.05,
15355.0,15635.8,15180.0,1634,15425.8,
6715.0,6727.55,6678.1,1809,6702.95,
4659.95,4799.0,4634.95,2436,4757.4,
9781.4,9839.95,9739.0,1114,9791.4,
7149.0,7231.3,6991.35,2465,7181.45,
4891.45,4925.0,4830.25,1021,4855.0,
7844.0,7844.0,7768.0,2531,7797.55,
7751.15,7774.95,7714.75,870,7749.7,
4759.0,4759.0,4636.0,1292,4655.3,
8475.0,8698.0,8325.6,28370,8627.35,
6083.0,6084.0,5970.0,9023,6001.05,
20250.0,20397.3,20217.7,1531,20373.25,
14244.0,14979.85,14244.0,5258,14833.2,
6135.0,6350.0,5994.1,9941,6284.45,
11650.0,11750.0,11500.0,1436,11718.35,
6623.6,6636.0,6567.8,24783,6604.9,
11330.0,11330.0,10782.15,4312,10837.15,
17320.0,17820.0,17268.0,3974,17798.1,
15420.0,15500.1,15253.05,1306,15280.2,
7219.95,7319.0,7210.05,7475,7293.65,
7299.9,7480.0,7299.9,6223,7380.75,
15500.0,15509.75,14823.85,5481,15090.95,
13699.0,13739.65,13579.0,1047,13710.9,
4785.0,4900.0,4750.0,16099,4865.75,
6185.0,6249.0,6094.0,4062,6147.3,
7711.1,7711.4,7642.8,1030,7664.4,
4956.05,4996.0,4935.0,1389,4969.9,
7068.0,7069.85,6900.35,14283,6955.2,
4439.0,4484.75,4439.0,6793,4459.95,
19100.0,19100.0,18741.55,1325,18957.25,
10820.0,10980.0,10820.0,997,10880.15,
4649.0,4747.85,4575.05,4457,4641.15,
4749.7,4777.0,4736.1,2430,4757.95,
7699.35,7742.45,7650.0,6005,7675.85,
6169.4,6190.05,6142.0,1037,6154.15,
10903.0,11191.0,10899.0,4091,10990.5,
19218.0,19415.0,18911.45,1628,19004.15,
12440.0,12850.55,12425.0,3248,12514.7,
4610.5,4639.95,4609.9,607,4613.55,
4821.05,4850.0,4750.2,1010,4798.65,
4414.0,4460.0,4378.1,2377,4435.0,
13741.85,13990.0,13683.0,1624,13912.5,
15912.0,16066.15,15815.35,3205,15863.0,
16202.0,16590.1,16075.15,6378,16444.35,
18140.0,18200.0,18018.05,576,18098.3,
8960.05,9200.0,8960.05,2469,9153.5,
9205.05,9489.95,9150.0,6156,9386.15,
10555.0,10560.0,10219.7,4100,10354.85,
6550.0,6614.7,6474.25,18797,6530.4,
7264.0,7375.5,7255.7,1559,7313.1,
18371.2,18549.3,18248.25,1150,18343.9,
6150.0,6204.0,6109.05,7971,6136.7,
7859.0,7949.5,7814.0,1633,7910.9,
10755.8,10760.0,10560.4,1112,10589.65,
11500.0,11571.0,11270.7,1563,11317.7,
7060.0,7144.8,6890.15,3017,7007.75,
5225.0,5325.0,5225.0,4914,5315.9,
7035.55,7120.05,6947.3,6391,7101.1,
14890.0,14917.0,14701.1,1016,14789.95,
18474.0,18474.0,18190.35,1345,18329.9,
10274.05,10371.4,10160.0,1425,10224.05,
4954.0,4954.0,4837.0,2311,4870.5,
6308.2,6360.0,6220.0,736,6300.55,
10399.0,10428.7,10279.05,3705,10380.05,
7325.0,7339.0,7227.0,1120,7249.8,
6695.0,6741.0,6684.15,1548,6735.1,
5125.0,5202.0,5005.1,3646,5184.4,
9707.95,9850.0,9650.0,2990,9688.75,
16313.0,16440.0,16234.95,3495,16412.8,
17498.3,17544.0,17304.5,1177,17349.1,
11666.0,11742.4,11618.0,461,11699.3,
17727.75,17901.25,17584.7,3015,17706.5,
4564.9,4564.9,4485.0,2403,4497.05,
16050.0,16220.3,15785.1,2168,16056.15,
10270.25,10300.65,10086.0,1605,10127.35,
6402.8,6402.8,6300.05,1391,6355.0,
5825.0,5889.0,5793.6,2512,5867.8,
16506.0,16839.55,16489.2,2958,16775.95,
6740.0,6987.45,6740.0,8842,6807.45,
4440.0,4480.0,4415.0,4085,4460.4,
16870.0,16910.05,16755.15,1609,16783.2,
10590.0,10590.0,10186.55,4599,10344.4,
6895.0,6920.0,6766.0,1850,6811.3,
20265.0,20346.85,20169.55,1250,20209.45,
5940.0,6090.0,5849.0,13317,6066.5,
14088.0,14410.0,14088.0,2281,14348.6,
4540.05,4546.2,4421.0,8425,4465.0,
6300.0,6300.0,5946.0,3317,5980.1,
14497.0,14527.6,14255.0,1818,14289.8,
7350.0,7359.5,7251.55,6327,7287.15,
6120.0,6170.0,6064.25,596,6147.8,
